id,x,y
Airline_airline_airline_41.png,105.5209280643424,-66.07790249749272
Arbuthnot_Plague_Plague_1.png,72.46056826200021,20.548829358294107
AustralianElections_Com_Turnout_85.png,-54.29067846058951,-12.44494132929961
AustralianElections_LPSeats_LP_33.png,46.53493223623532,86.67925518738049
AustralianElections_Seats_DLP_29.png,29.40196432304148,82.23226525145981
Bechtoldt_Sentences_Letter_Series_61.png,44.486286081490235,84.71080791947826
Bechtoldt_Sentences_Three_Higher_24.png,43.393924446854605,95.11622120571229
BtheB_bdi6m_bdi8m_25.png,17.505285526040264,62.11946012853679
BudgetItaly_pfood_phouse_34.png,101.65321696514123,-56.88952640735192
BudgetItaly_pfood_phouse_34_invert.png,101.62178310598189,-64.95125442662096
BudgetItaly_year_income_0.2.png,54.365119062081384,-121.75593730412751
Bundestag2005_FDP_Linke_31.png,40.18914323261399,92.11513849245907
Cars93_Fueltankcapacity_Weight_90.png,81.43485928343746,56.717193760673744
Cars93_Fueltankcapacity_Width_97.png,45.60496744812133,76.43617584500744
Cars93_MaxPrice_MPGcity_25.png,-48.90393819698316,42.381888211767595
Cars93_MinPrice_EngineSize_25.png,-7.6404865647627425,64.4509020705456
Cigar_pop16_sales_19.png,-63.15186070316995,-79.81420735590235
Cigar_state_pop_40.png,59.4381280355166,-89.42229992677368
Crime_county_wfed_11.png,83.86253854394035,67.03443237183559
Crime_prbarr_wsta_96.png,-75.74672102637227,26.8679866539577
Crime_prbarr_wtuc_8.png,-80.8457174146366,2.8062201062964545
Crime_wfir_pctymle_77.png,-81.65163620598757,27.960623945201025
Crime_wfir_wloc_25.png,-60.36521221026888,29.27955733171805
Crime_wtrd_wfed_12.png,-63.02878085326862,-16.511568677235005
Crime_year_taxpc_17.png,56.001505048739624,-87.92397253447466
CrohnD_nrAdvE_weight_39.png,63.92548179911525,-95.68092498780953
Depredations_longitude_late_39.png,-70.42382129754542,19.981287910649137
DoctorContacts_fmde_age_37.png,11.559230318811418,-71.60629833497232
DoctorContacts_ndisease_lfam_39.png,65.8284658227433,-97.06066557308931
Dyestuff2_Yield_Yield_0.2.png,97.04593450546211,-55.38814795609386
EfronMorris_r_r_0.9.png,100.01281749217662,-62.915948317817374
Fatality_year_mlda_13.png,87.69011335640985,-92.81829829294318
Fishing_ccharter_income_40.png,61.69832521266163,-86.22397618092384
Fishing_ppier_cpier_40.png,62.29665682139039,-89.95815752004982
Florida_BUCHA0N_HAGELIN_0.9.png,-48.378629688459434,25.40626957622256
Forbes2000_rank_sales_5.png,-89.81147956772662,-14.52483887471369
GaltonFamilies_midparentHeight_children_39.png,15.919384341813183,39.300202341198485
Garch_cd_dy_19.png,147.90460729047862,-15.405236034147956
Garch_date_sf_36.png,64.25396812206462,-93.180396711306
Garch_date_sf_36_invert.png,63.209415841208944,-90.70355000137506
Ginzberg_fatalism_adjfatal_0.7.png,82.280345211964,-59.70515456781289
Griliches_iq_school80_17.png,62.20614119142557,-95.1054192483464
Guerry_Crime_parents_Distance_28.png,32.94826387668077,86.55949049866778
Guerry_Wealth_Area_28.png,37.67698077854349,96.24916417201861
HC_ichgc_ichec_79.png,13.569744803658024,84.22479047651848
HC_ichgc_occa_28.png,13.71655885314004,86.17277207547544
Heating_ocec_pbgc_96.png,-81.33650315698915,30.292515952888646
Heating_ocgr_ocgr_0.1.png,102.7480850766185,-60.33378650286057
Hedonic_crim_indus_55.png,-27.425989816609096,-52.832742260347445
Hedonic_indus_nox_51.png,-13.773653231440655,-44.70324260065005
Hedonic_nox_dis_54.png,-14.749137499187821,36.328681943273345
Hedonic_rm_lstat_49.png,-72.7139641022629,35.37561879414284
Hedonic_rm_rad_40.png,60.90580589434624,-92.73595224257237
Hedonic_zn_dis_76.png,11.121941526414012,-71.05737289846202
Highway1_trks_lwid_35.png,50.244539866499856,-83.50425194520943
Hospital_29_29_0.1.png,117.98935021483281,-8.433121345449335
Klein_I_T_0.2.png,39.36350369856721,90.27700399762817
Langren_Year_Longitude_37.png,37.57168039931765,-105.18997966442741
LifeCycleSavings_pop75_ddpi_24.png,36.46380808134797,89.53846416517337
MCAS_speced_pctel_16.png,-78.74119978999447,6.98164246773835
MedExp_lpi_fmde_40.png,-71.45925799740805,-108.20978703624687
Mroz_ageh_unemprate_40.png,68.23925366720412,-94.30644892591606
Mroz_hoursw_income_23.png,-63.07601688794932,36.12308579947009
OBrienKaiser_pre4_fup3_95.png,41.417781377911325,96.68127729916982
PSID_educatn_earnings_48.png,-49.24047663577993,-54.40471673435551
PatentsHGH_ardsic_logr_40.png,14.554994097498984,-87.86621190095273
Pima_skin_ped_96.png,-23.293858939162657,54.10175953340485
Produc_year_util_39.png,60.021803437171364,-117.11167028327996
Prostitutes_Year_count_34.png,96.92540949979107,-56.69473343330711
Reise_phone_paperwork_0.7.png,42.16674863961959,92.49723250250187
Reise_referral_help_0.8.png,39.3059476812213,92.59894240440212
Rubber_loss_tens_13.png,38.2034910037409,87.45014139269622
StrikeNb_strikes_time_28.png,47.661176512063726,43.997066383112795
StrikeNb_time_time_20.png,100.27655824637904,-55.45016429126165
University_clernum_resgr_0.3.png,41.66414882094791,83.34747491337549
VietNamH_educyr_lnrlfood_17.png,-61.0609310803814,19.015174541931653
WHO_Adolescent_fertility_rate__Per_capita_government_expenditure_on_health_at_average_exchange_rate_US_0.2.png,-83.72483467980041,-33.775847828821114
WHO_Adult_literacy_rate__Life_expectancy_at_birth_years_male_97.png,33.627197097919804,93.68774821351377
WHO_Adult_mortality_rate_probability_of_dying_between_15_to_60_years_per_1000_population_both_sexes_Prevalence_of_HIV_among_adults_aged_gt15_years_per_100_000_population_0.7.png,-44.43745918937419,36.01152332294386
